Outcome, Balls, Called_Strikes, Whiffs, Fouls, EV, LA, Sprint_Speed
Single, 3, 1, 1, 0, 89.5, 17, 25.9
Forceout, 2, 1, 0, 0, 101.7, -9, 25.9
Strikeout, 2, 1, 2, 2, None, None, 25.9
Groundout, 1, 1, 1, 0, 92.4, 4, 25.9
Single, 1, 1, 0, 3, 87.4, 19, 25.9
Groundout, 1, 0, 0, 0, 68.0, -6, 25.9
Single, 0, 1, 0, 0, 83.6, 22, 25.9
Single, 1, 1, 0, 0, 93.1, 12, 25.9
Lineout, 1, 0, 0, 2, 97.7, 8, 25.9
Forceout, 0, 0, 1, 0, 65.9, -13, 25.9
Groundout, 3, 0, 0, 1, 92.0, -2, 25.9
Single, 0, 0, 0, 0, 99.2, 11, 25.9
Groundout, 0, 0, 0, 1, 101.8, -2, 25.9
Hit By Pitch, 0, 0, 0, 0, None, None, 25.9
Strikeout, 1, 1, 1, 1, None, None, 25.9
Lineout, 1, 0, 0, 1, 105.1, 8, 25.9
Groundout, 0, 0, 0, 0, 97.7, -3, 25.9
Single, 1, 0, 1, 2, 60.5, -56, 25.9
Strikeout, 0, 2, 1, 0, None, None, 25.9
Double, 2, 0, 1, 1, 106.4, 10, 25.9
Single, 1, 0, 0, 0, 102.5, 13, 25.9
Flyout, 0, 0, 0, 1, 97.5, 57, 25.9
Lineout, 0, 0, 0, 0, 102.3, 23, 25.9
Triple, 1, 0, 1, 0, 106.2, 28, 25.9
Groundout, 0, 2, 0, 0, 76.5, -3, 25.9
Groundout, 0, 0, 0, 1, 85.0, -19, 25.9
Walk, 4, 0, 0, 5, None, None, 25.9
Groundout, 1, 0, 0, 0, 99.2, -26, 25.9
Strikeout, 0, 1, 2, 1, None, None, 25.9
Groundout, 0, 0, 1, 0, 59.3, -39, 25.9
Groundout, 3, 0, 0, 2, 79.9, -31, 25.9
Home Run, 0, 1, 0, 0, 104.2, 21, 25.9
Groundout, 1, 0, 0, 0, 93.9, -10, 25.9
Groundout, 1, 1, 0, 0, 70.8, None, 25.9
GIDP, 0, 1, 0, 0, 95.4, 3, 25.9
Caught Stealing 2B, 2, 1, 0, 1, None, None, 25.9
Strikeout, 1, 1, 1, 1, None, None, 25.9
Forceout, 2, 0, 0, 0, 82.1, -12, 25.9
Groundout, 0, 1, 0, 0, 100.4, -24, 25.9
Flyout, 1, 1, 0, 1, 81.6, 40, 25.9
Strikeout, 1, 1, 2, 0, None, None, 25.9
Strikeout, 1, 0, 1, 2, None, None, 25.9
Double, 2, 0, 1, 1, 101.5, 22, 25.9
Hit By Pitch, 1, 0, 0, 0, None, None, 25.9
Strikeout, 1, 1, 1, 2, None, None, 25.9
Home Run, 1, 0, 0, 1, 107.8, 32, 25.9
Strikeout, 1, 1, 1, 2, None, None, 25.9
Strikeout, 1, 1, 2, 2, None, None, 25.9
Groundout, 1, 0, 1, 0, 107.5, -6, 25.9
Double, 1, 1, 0, 1, 93.4, 16, 25.9
Double, 0, 0, 0, 0, 94.2, 17, 25.9
Single, 1, 1, 0, 0, 99.7, 5, 25.9
Forceout, 1, 1, 0, 5, 70.0, -26, 25.9
Groundout, 1, 1, 0, 1, 80.9, -24, 25.9
Forceout, 1, 0, 0, 0, 95.1, 9, 25.9
Pop Out, 0, 1, 0, 0, 99.0, 76, 25.9
Home Run, 2, 1, 1, 1, 103.3, 25, None
Flyout, 0, 0, 0, 0, 96.2, 35, None
Flyout, 3, 0, 2, 1, 101.7, 52, None
Strikeout, 3, 0, 3, 0, None, None, None
Single, 0, 0, 0, 1, 106.1, 9, None
Strikeout, 0, 2, 1, 2, None, None, None
Strikeout, 2, 0, 2, 1, None, None, None
Strikeout, 0, 2, 1, 0, None, None, None
Forceout, 0, 0, 0, 1, 93.5, -7, None
Strikeout, 0, 1, 2, 0, None, None, None
Groundout, 2, 1, 0, 0, 111.3, 2, None
Strikeout, 2, 2, 0, 2, None, None, None
Groundout, 0, 1, 1, 1, 83.1, -2, 26.6
Single, 2, 0, 0, 1, 92.2, 19, 26.6
Pop Out, 1, 1, 0, 0, 82.5, 66, 26.6
Single, 2, 1, 0, 1, 84.5, 25, 26.6
Single, 3, 2, 0, 0, 100.5, 14, 26.6
Single, 2, 1, 0, 0, 83.9, 19, 26.6
Flyout, 3, 1, 0, 0, 100.4, 39, 26.6
Groundout, 0, 2, 0, 0, 91.4, 6, 26.6
Flyout, 1, 0, 0, 0, 96.3, 45, 26.6
Single, 3, 1, 0, 3, 78.9, 22, 26.6
Groundout, 2, 1, 0, 2, 95.9, -3, 26.6
Lineout, 1, 1, 0, 0, 93.1, 24, 26.6
Walk, 4, 0, 0, 1, None, None, 26.6
Strikeout, 2, 2, 1, 3, None, None, 26.6
Flyout, 3, 1, 0, 3, 87.6, 41, 26.6
Single, 3, 1, 0, 0, 86.2, None, 26.6
Single, 0, 1, 0, 1, 95.9, 4, 26.6
Groundout, 0, 0, 0, 1, 94.1, -4, 26.6
Lineout, 2, 1, 1, 0, 94.7, 20, 26.6
Lineout, 2, 0, 0, 0, 84.0, 27, 26.6
GIDP, 0, 0, 0, 0, 80.2, -23, 26.6
Flyout, 1, 2, 0, 1, 67.4, 49, 26.6
Walk, 4, 1, 0, 0, None, None, 26.6
Groundout, 2, 1, 0, 1, 91.1, -3, 26.6
Lineout, 0, 1, 0, 0, 98.2, 22, 26.6
Strikeout, 0, 2, 1, 1, None, None, 26.6
Strikeout, 0, 1, 1, 1, None, None, 26.6
Lineout, 2, 2, 0, 0, 88.5, 21, 26.6
Lineout, 3, 0, 0, 2, 87.4, 11, 26.6
Groundout, 2, 2, 0, 0, 72.3, -63, 26.6
Lineout, 0, 1, 0, 1, 93.7, 24, 26.6
Groundout, 2, 2, 0, 0, 63.5, -24, 26.6
Walk, 4, 2, 0, 1, None, None, 26.6
Flyout, 1, 1, 0, 1, 87.5, 29, 26.6
Sac Fly, 2, 1, 1, 0, 100.8, 25, 26.6
Flyout, 0, 1, 0, 1, 81.4, 45, 26.6
Walk, 4, 0, 0, 1, None, None, 26.6
Groundout, 0, 0, 0, 1, 97.2, 1, 26.6
Groundout, 3, 0, 0, 2, 90.8, -20, 26.6
Groundout, 3, 1, 1, 1, 77.7, -16, 26.6
Double, 0, 0, 0, 0, 72.0, 26, 26.6
Flyout, 0, 1, 0, 0, 81.4, 51, 26.6
Single, 1, 1, 0, 1, 76.1, 24, 26.6
Walk, 4, 0, 0, 2, None, None, 26.6
Walk, 4, 1, 0, 0, None, None, 26.6
Flyout, 1, 0, 1, 0, 91.1, 34, 26.6
Flyout, 1, 1, 0, 2, 85.0, 33, 26.6
Single, 0, 0, 0, 1, 94.8, 7, 26.6
Flyout, 3, 2, 0, 0, 92.7, 35, 26.6
Strikeout, 3, 3, 0, 0, None, None, 26.6
Single, 2, 0, 1, 2, 93.5, -4, 26.6
Strikeout, 0, 1, 1, 1, None, None, 26.6
Groundout, 1, 1, 0, 1, 71.9, -6, 26.6
Strikeout, 3, 0, 1, 2, None, None, 26.6
Strikeout, 1, 1, 1, 1, None, None, 26.6
Strikeout, 3, 1, 1, 2, None, None, 26.6
Groundout, 2, 1, 0, 0, 82.7, -19, 26.6
Groundout, 0, 1, 0, 0, 53.0, -23, 26.6
Single, 2, 0, 0, 0, 92.3, 16, 26.6
Walk, 4, 0, 1, 0, None, None, 26.6
Single, 3, 0, 0, 1, 73.6, 24, 26.6
Strikeout, 2, 2, 0, 3, None, None, 26.6
Groundout, 1, 0, 0, 0, 82.0, -12, 26.6
Strikeout, 2, 2, 1, 1, None, None, 26.6
Single, 3, 0, 0, 2, 99.1, 14, 26.6
Single, 0, 0, 0, 0, 95.1, 10, 26.6
Single, 2, 1, 1, 0, 93.6, 19, 26.6
Single, 2, 1, 0, 0, 93.5, None, 26.6
Groundout, 2, 1, 0, 2, 92.5, -16, 26.6
Flyout, 0, 0, 0, 0, 101.0, 36, 26.6
Lineout, 0, 0, 0, 0, 99.6, 24, 26.6
Double, 1, 0, 0, 0, 103.7, 22, 26.6
Lineout, 2, 1, 0, 1, 84.1, 11, 26.6
Walk, 4, 1, 1, 0, None, None, 26.6
Groundout, 0, 1, 0, 0, 78.5, -30, 26.6
Groundout, 0, 0, 0, 0, 67.5, -3, 26.6
Single, 2, 1, 0, 0, 64.1, 27, 26.6
Forceout, 0, 0, 0, 0, 95.7, 5, 26.6
Groundout, 2, 0, 0, 1, 91.4, -11, 26.6
Single, 0, 2, 0, 0, 80.2, 9, 26.6
Flyout, 1, 0, 0, 1, 78.3, 36, 26.6
Flyout, 2, 1, 0, 1, 95.5, 28, 26.6
Double, 1, 0, 0, 0, 100.4, 13, 26.6
Forceout, 1, 0, 0, 2, 79.8, -21, 26.6
Groundout, 2, 1, 0, 0, 69.0, 8, 26.6
Strikeout, 2, 1, 0, 2, None, None, 26.6
Lineout, 0, 0, 0, 2, 79.5, 26, 26.6
Single, 0, 1, 0, 0, 88.9, 3, 26.6
Single, 1, 0, 0, 0, 89.4, 14, 26.6
Flyout, 2, 1, 0, 2, 96.5, 36, 26.6
GIDP, 1, 1, 1, 0, 79.9, -9, 26.6
Flyout, 1, 0, 0, 0, 93.2, 38, 26.6
GIDP, 1, 1, 1, 0, 79.9, -9, 26.6
Flyout, 1, 0, 0, 0, 93.2, 38, 26.6
Lineout, 0, 1, 0, 0, 94.9, 24, 26.6
Forceout, 2, 0, 1, 1, 96.2, -1, 26.6
Groundout, 1, 0, 0, 2, 86.4, -7, 26.6
Groundout, 3, 2, 0, 1, 87.7, 5, 26.6
Single, 0, 0, 0, 0, 94.7, 20, 26.6
Flyout, 1, 0, 2, 0, 90.7, 33, 26.6
Lineout, 3, 0, 0, 2, 98.8, 17, 26.6
Groundout, 0, 1, 0, 1, 42.4, 23, 26.6
Double, 0, 0, 0, 0, 73.3, 6, 26.6
Flyout, 3, 1, 1, 4, 93.2, 41, 26.6
Single, 1, 0, 0, 1, 97.8, 1, 26.6
Fielders Choice, 1, 0, 0, 0, 96.3, -1, 26.6
Field Error, 1, 0, 0, 2, 90.6, 27, 26.6
Lineout, 2, 1, 0, 1, 95.3, 25, 26.6
Single, 2, 1, 0, 2, 100.9, 10, 26.6
Double, 1, 0, 0, 1, 97.2, 27, 26.6
Forceout, 2, 1, 0, 1, 98.4, -4, 26.6
Flyout, 3, 1, 0, 0, 92.7, 39, 26.6
Groundout, 1, 1, 0, 1, 50.1, -70, 26.6
Single, 3, 0, 0, 3, 98.4, 8, 26.6
Single, 2, 1, 0, 0, 81.0, 23, 26.6
Double, 3, 1, 1, 6, 99.6, 18, 26.6
Double, 2, 1, 0, 0, 97.9, 31, 26.6
Double, 2, 0, 0, 3, 98.9, 27, 26.6
Single, 3, 1, 0, 0, 101.2, 6, 26.6
Groundout, 2, 0, 0, 0, 59.8, -33, 26.6
Double, 0, 1, 0, 0, 97.7, 13, 26.6
Single, 0, 2, 0, 0, 93.5, 14, 26.6
Fielders Choice, 2, 2, 0, 2, 83.9, -5, 26.6
Strikeout, 0, 0, 1, 2, None, None, 26.3
Walk, 4, 0, 1, 1, None, None, 26.3
Single, 2, 0, 0, 2, 105.2, 2, 26.3
Double, 0, 0, 0, 0, 104.8, 19, 26.3
Strikeout, 3, 2, 0, 1, None, None, 26.3
Bunt Groundout, 0, 0, 0, 0, 38.9, 6, 26.3
Strikeout, 1, 1, 1, 1, None, None, 26.3
Strikeout, 0, 2, 0, 1, None, None, 26.3
Groundout, 1, 1, 1, 0, 60.4, -25, 26.3
Single, 1, 0, 0, 0, 91.9, -7, 26.3
Groundout, 0, 0, 0, 0, 58.1, -41, 26.3
Groundout, 2, 0, 0, 0, 75.0, 9, 26.3
Strikeout, 3, 1, 2, 0, None, None, 26.3
Groundout, 1, 1, 1, 0, 64.6, -15, 26.3
Groundout, 3, 1, 0, 5, 93.2, -3, 26.3
Strikeout, 0, 1, 2, 0, None, None, 26.3
Single, 2, 1, 0, 0, 71.5, 23, 26.3
Double, 3, 2, 0, 0, 96.2, 18, 26.3
Single, 2, 1, 0, 0, 103.5, -11, 26.3
Double, 0, 0, 0, 0, 87.6, 33, 26.3
Flyout, 1, 1, 0, 1, 93.7, 38, 26.3
Strikeout, 0, 1, 1, 3, None, None, 26.3
Strikeout, 1, 1, 1, 1, None, None, 26.3
Flyout, 1, 0, 0, 0, 99.8, 40, 26.3
Strikeout, 1, 1, 1, 1, None, None, 26.3
GIDP, 1, 0, 0, 0, 64.6, 4, 26.3
Flyout, 2, 1, 0, 0, 79.5, 32, 26.3
Flyout, 1, 1, 1, 0, 88.5, 32, 26.3
Pop Out, 1, 0, 0, 0, 80.2, 65, 26.3
Strikeout, 0, 1, 1, 1, None, None, 26.3
Strikeout, 0, 1, 2, 2, None, None, 26.3
Single, 0, 1, 0, 0, 87.5, 4, 26.3
Flyout, 0, 1, 0, 0, 92.6, 40, 26.3
Walk, 4, 0, 1, 0, None, None, 26.3
Double, 1, 0, 0, 0, 102.8, 14, 26.3
Strikeout, 2, 1, 2, 0, None, None, 26.3
Single, 1, 1, 0, 1, 99.0, 12, 26.3
Walk, 4, 1, 1, 2, None, None, 26.3
Walk, 4, 0, 0, 0, None, None, 26.3
Double, 0, 1, 0, 0, 102.9, 4, 26.3
Single, 3, 1, 0, 1, 98.0, 26, 26.3
Groundout, 1, 2, 0, 2, 53.3, -26, 26.3
GIDP, 3, 0, 1, 0, 102.8, 8, 26.3
Strikeout, 0, 2, 1, 0, None, None, 26.3
Groundout, 3, 0, 0, 1, 76.6, -24, 26.3
Groundout, 1, 1, 0, 0, 94.3, -1, 26.3
Sac Fly, 1, 0, 0, 1, 102.3, 38, 26.3
Strikeout, 1, 1, 1, 1, None, None, 26.3
Walk, 4, 0, 0, 1, None, None, 26.3
Strikeout, 1, 1, 2, 0, None, None, 26.3
Walk, 4, 0, 1, 0, None, None, 26.3
Walk, 4, 0, 0, 1, None, None, 26.3
Strikeout, 1, 1, 2, 0, None, None, 26.3
Walk, 4, 0, 1, 0, None, None, 26.3
Flyout, 1, 0, 0, 0, 99.5, 39, 26.3
Groundout, 1, 0, 0, 0, 73.3, -32, 26.3
Strikeout, 3, 0, 1, 3, None, None, 26.3
Flyout, 1, 1, 1, 0, 91.7, 38, 26.3
Flyout, 3, 1, 1, 0, 85.7, 35, 26.3
Strikeout, 3, 3, 0, 1, None, None, 26.3
Single, 2, 0, 0, 0, 80.6, 23, 26.3
Strikeout, 3, 0, 2, 1, None, None, 26.3
Strikeout, 2, 2, 0, 1, None, None, 26.3
Flyout, 1, 1, 1, 0, 91.7, 38, 26.3
Flyout, 3, 1, 1, 0, 85.7, 35, 26.3
Strikeout, 3, 3, 0, 1, None, None, 26.3
Groundout, 1, 2, 0, 1, 90.8, -20, 26.3
Flyout, 3, 0, 0, 4, 93.6, 47, 26.3
Strikeout, 0, 1, 2, 0, None, None, 26.3
Strikeout, 2, 2, 1, 0, None, None, 26.3
Flyout, 1, 0, 0, 1, 102.3, 36, 26.3
Lineout, 3, 1, 0, 1, 100.3, 8, 26.3
Flyout, 3, 0, 0, 1, 95.2, 34, 26.3
Forceout, 3, 0, 0, 3, 92.9, -8, 26.3
Single, 2, 0, 1, 0, 99.9, 17, 26.3
Single, 0, 0, 0, 0, 92.7, 9, 26.3
Home Run, 3, 1, 0, 0, 104.9, 32, 26.3
Strikeout, 2, 0, 2, 1, None, None, 26.3
GIDP, 3, 1, 0, 1, 95.3, 1, 26.3
Intent Walk, 3, 0, 0, 0, None, None, 26.3
Groundout, 0, 1, 0, 1, 97.7, 2, 26.3
Pop Out, 1, 1, 0, 1, 88.7, 66, 26.3
Single, 1, 1, 0, 0, 105.4, 13, 26.3
Walk, 4, 1, 0, 1, None, None, 26.3
Walk, 4, 1, 0, 4, None, None, 26.3
Walk, 4, 0, 0, 1, None, None, 26.3
Strikeout, 2, 2, 1, 0, None, None, 26.3
Walk, 4, 2, 0, 0, None, None, 26.3
Home Run, 2, 1, 1, 1, 105.3, 25, 26.3
Single, 3, 1, 0, 1, 101.4, 14, 26.3
Strikeout, 0, 2, 0, 1, None, None, 26.3
Flyout, 2, 1, 0, 0, 101.7, 47, 26.3
Strikeout, 2, 1, 1, 1, None, None, 26.3
Strikeout, 1, 0, 2, 1, None, None, 26.3
GIDP, 3, 1, 0, 1, 89.3, -5, 26.3
Strikeout, 2, 1, 1, 1, None, None, 26.3
Strikeout, 2, 2, 1, 0, None, None, 26.3
Lineout, 1, 1, 0, 0, 100.4, 23, 26.3
Strikeout, 2, 1, 1, 2, None, None, 26.3
Flyout, 3, 0, 1, 0, 100.6, 39, 26.3
Groundout, 2, 1, 1, 0, 75.8, -41, 26.3
Groundout, 0, 1, 0, 1, 95.6, -7, 26.3
Strikeout, 2, 1, 1, 2, None, None, 26.3
Strikeout, 2, 0, 1, 2, None, None, 26.3
Lineout, 3, 0, 1, 1, 96.6, 24, 26.3
Walk, 4, 0, 0, 1, None, None, 26.3
Lineout, 0, 0, 0, 0, 89.9, 12, 26.3
Groundout, 2, 1, 1, 0, 101.0, -1, 26.3
Walk, 4, 2, 0, 1, None, None, 26.3
Walk, 4, 1, 0, 0, None, None, 26.3
Groundout, 0, 1, 1, 1, 84.6, 9, 26.3
Strikeout, 2, 1, 2, 0, None, None, 26.3
Single, 2, 1, 0, 2, 96.2, 11, 26.3
Groundout, 1, 1, 1, 1, 96.9, 5, 26.3
Groundout, 1, 0, 0, 0, 92.7, -14, 26.3
Forceout, 0, 1, 0, 0, 71.6, 5, 26.3
Pop Out, 0, 0, 1, 0, 74.6, 56, 26.3
Groundout, 0, 1, 1, 0, 86.7, -3, 26.3
Strikeout, 0, 2, 1, 0, None, None, 26.3
Walk, 4, 2, 0, 0, None, None, 26.3
Groundout, 2, 1, 1, 0, 86.4, -44, 26.3
Groundout, 0, 1, 0, 0, 104.2, 7, 26.3
GIDP, 1, 0, 0, 0, 84.0, -30, 26.3
Flyout, 2, 0, 2, 0, 97.2, 31, 26.3
Double, 0, 1, 0, 0, 88.6, 20, 26.3
Walk, 4, 0, 0, 0, None, None, 26.3
Strikeout, 1, 1, 1, 1, None, None, 26.3
Strikeout, 2, 1, 2, 0, None, None, 26.3
Strikeout, 3, 1, 2, 0, None, None, 26.3
Strikeout, 3, 1, 1, 3, None, None, 26.3
Lineout, 0, 0, 0, 0, 96.7, 20, 26.3
Double Play, 2, 1, 0, 0, 89.8, 8, 26.3
Walk, 4, 0, 1, 2, None, None, 26.3
Groundout, 2, 1, 1, 0, 94.1, -16, 26.3
Groundout, 0, 0, 0, 0, 72.4, -18, 26.3
Single, 2, 0, 1, 1, 105.4, 17, 26.3
Flyout, 0, 0, 0, 0, 94.8, 60, 26.3
Flyout, 2, 2, 0, 0, 93.3, 35, 27.7
Single, 3, 1, 0, 0, 107.9, 10, 27.7
Pop Out, 2, 1, 0, 0, 77.7, 69, 27.7
Flyout, 0, 1, 0, 2, 72.7, 36, 27.7
Flyout, 0, 0, 0, 0, 85.4, 38, 27.7
Single, 1, 0, 1, 1, 71.8, None, 27.7
Lineout, 0, 0, 0, 0, 88.0, 18, 27.7
Flyout, 2, 1, 0, 0, 96.3, 41, 27.7
Walk, 4, 1, 0, 0, None, None, 27.7
Single, 0, 1, 0, 0, 100.4, 6, 27.7
Single, 0, 1, 0, 0, 99.6, 14, 27.7
Strikeout, 1, 1, 1, 1, None, None, 27.7
Groundout, 0, 0, 0, 0, 97.1, 3, 27.7
Strikeout, 1, 1, 1, 3, None, None, 27.7
Field Error, 1, 0, 0, 0, 105.6, -6, 27.7
Forceout, 3, 0, 0, 2, 82.0, -46, 27.7
Flyout, 0, 0, 0, 0, 94.4, 35, 27.7
Forceout, 2, 0, 0, 1, 96.4, 2, 27.7
Lineout, 0, 1, 0, 0, 110.1, 14, 27.7
Flyout, 1, 1, 0, 1, 93.1, 41, 27.7
GIDP, 0, 0, 0, 0, 91.9, -16, 27.7
Single, 1, 0, 0, 1, 107.6, 4, 27.7
Strikeout, 0, 1, 1, 1, None, None, 27.7
Walk, 4, 0, 0, 5, None, None, 27.7
Strikeout, 1, 1, 1, 1, None, None, 27.7
Forceout, 0, 1, 0, 1, 103.7, -1, 27.7
Single, 3, 1, 0, 1, 92.8, 14, 27.7
Forceout, 2, 1, 1, 1, 90.7, -15, 27.7
Strikeout Double Play, 3, 1, 1, 2, None, None, 27.7
Groundout, 2, 1, 0, 2, 99.6, -4, 27.7
Strikeout, 0, 1, 1, 2, None, None, 27.7
Strikeout, 1, 0, 1, 2, None, None, 27.7
Groundout, 0, 0, 0, 0, 61.1, -7, 27.7
Walk, 4, 2, 0, 1, None, None, 27.7
Forceout, 2, 1, 0, 1, 95.7, 2, 27.7
Single, 1, 0, 2, 0, 110.0, 12, 27.7
GIDP, 3, 2, 0, 0, 95.8, -26, 27.7
Groundout, 0, 1, 1, 0, 98.6, -21, 27.7
Pop Out, 1, 0, 0, 1, 80.5, 62, 27.7
Single, 0, 0, 0, 0, 60.3, -56, 27.7
Single, 0, 1, 0, 0, 81.1, 21, 27.7
Strikeout, 0, 0, 2, 1, None, None, 27.7
Strikeout, 3, 1, 1, 2, None, None, 27.7
Groundout, 0, 0, 0, 0, 78.3, -42, 27.7
Strikeout, 0, 1, 1, 1, None, None, 27.7
Groundout, 0, 0, 0, 0, 69.6, -15, 27.7
Strikeout, 2, 1, 2, 2, None, None, 27.7
Walk, 4, 0, 0, 0, None, None, 27.7
Single, 3, 1, 1, 0, 77.9, -46, 27.7
Walk, 4, 0, 0, 0, None, None, 27.7
Single, 3, 1, 0, 1, 72.1, -58, 27.7
Lineout, 0, 0, 0, 0, 108.9, 16, 27.7
Single, 1, 0, 0, 0, 84.5, 18, 27.7
Strikeout, 0, 2, 1, 0, None, None, 27.7
Flyout, 0, 0, 0, 0, 89.5, 44, 27.7
Lineout, 3, 0, 0, 1, 109.6, 15, 27.7
Home Run, 0, 1, 0, 0, 97.6, 27, 27.7
Groundout, 2, 0, 1, 3, 51.5, -75, 27.7
Strikeout, 1, 2, 0, 1, None, None, 27.7
Groundout, 1, 0, 0, 3, 62.8, -20, 27.7
Double, 0, 0, 0, 1, None, None, 27.7
Single, 0, 2, 0, 0, 102.8, 7, 27.7
Walk, 4, 2, 0, 2, None, None, 27.7
Home Run, 1, 0, 0, 0, 105.3, 34, 27.7
Strikeout, 2, 2, 1, 1, None, None, 27.7
Strikeout, 1, 0, 2, 3, None, None, 27.7
Single, 0, 0, 0, 0, 94.1, -2, 27.7
Groundout, 1, 0, 0, 3, 62.8, -20, 27.7
Double, 0, 0, 0, 1, None, None, 27.7
Single, 0, 2, 0, 0, 102.8, 7, 27.7
Walk, 4, 2, 0, 2, None, None, 27.7
Groundout, 0, 1, 0, 0, 87.6, 4, 27.7
Home Run, 0, 0, 1, 0, 106.6, 24, 27.7
Groundout, 1, 0, 0, 0, 85.2, -31, 27.7
Single, 1, 0, 0, 0, 65.3, 36, 27.7
Groundout, 1, 0, 0, 0, 99.0, -14, 27.7
Pop Out, 1, 0, 0, 0, 88.7, 61, 27.7
Home Run, 1, 0, 1, 0, 102.2, 34, 27.7
Double, 2, 0, 0, 0, 97.3, 23, 27.7
Strikeout, 3, 1, 2, 0, None, None, 27.7
Flyout, 2, 1, 1, 0, 75.2, 39, 27.7
Home Run, 1, 1, 0, 0, 104.7, 32, 27.7
Lineout, 0, 0, 1, 0, 105.7, 17, 27.7
Home Run, 0, 1, 0, 0, 104.7, 30, 27.7
Flyout, 0, 1, 0, 1, 93.4, 28, 27.7
Strikeout, 1, 1, 1, 1, None, None, 27.7
Groundout, 0, 0, 0, 0, 97.1, 3, 27.7
Strikeout, 1, 1, 1, 3, None, None, 27.7
Field Error, 1, 0, 0, 0, 105.6, -6, 27.7
Forceout, 3, 0, 0, 2, 82.0, -46, 27.7
Flyout, 0, 0, 0, 0, 94.4, 35, 27.7
Forceout, 2, 0, 0, 1, 96.4, 2, 27.7
Lineout, 0, 1, 0, 0, 110.1, 14, 27.7
Strikeout, 2, 0, 2, 1, None, None, 27.7
Single, 1, 0, 0, 0, 48.2, 32, 27.7
Lineout, 2, 2, 0, 1, 101.7, 18, 27.7
Strikeout, 1, 1, 1, 1, None, None, 27.7
Double, 3, 0, 0, 2, 105.8, 18, 27.7
Groundout, 3, 0, 1, 0, 64.1, -47, 27.7
Groundout, 3, 0, 2, 2, 74.6, 6, 27.7
Groundout, 0, 1, 0, 0, 62.7, -19, 27.7
Strikeout, 1, 1, 2, 1, None, None, 27.7
Flyout, 0, 1, 0, 0, 92.7, 34, 27.7
Groundout, 1, 0, 1, 0, 87.8, -12, 27.7
Lineout, 2, 0, 0, 0, 110.7, 7, 27.7
Double, 3, 1, 0, 0, 96.8, 19, 27.7
Flyout, 0, 1, 0, 1, 89.4, 51, 27.7
Pop Out, 0, 0, 0, 0, 77.5, 65, 27.7
Double, 3, 2, 0, 0, 96.2, 19, 27.7
Strikeout, 1, 1, 1, 1, None, None, 27.7
Strikeout, 1, 1, 1, 1, None, None, 27.7
Home Run, 1, 0, 1, 0, 101.5, 24, 27.7
Single, 1, 1, 0, 0, 87.2, 16, 27.7
Single, 0, 0, 0, 0, 100.6, 2, 27.7
Groundout, 3, 1, 1, 0, 77.0, -18, 27.7
Strikeout, 1, 2, 0, 1, None, None, 27.7
Flyout, 0, 2, 0, 1, 88.9, 56, 27.7
Home Run, 3, 1, 1, 2, 110.9, 20, 27.7
Strikeout, 2, 2, 1, 2, None, None, 27.7
Flyout, 2, 1, 0, 0, 93.8, 48, 27.7
Single, 0, 0, 0, 0, 106.9, 6, 27.7
Pop Out, 1, 1, 0, 1, 60.6, 34, 27.7
Flyout, 0, 1, 1, 1, 89.9, 56, 27.7
GIDP, 0, 0, 0, 0, 99.8, 5, 27.7
Double, 3, 1, 0, 0, 79.9, 22, 27.7
Groundout, 3, 1, 0, 6, 79.8, -4, 27.7
Strikeout, 1, 0, 1, 3, None, None, 27.7
Strikeout, 1, 1, 2, 0, None, None, 27.7
Single, 0, 1, 0, 0, 81.5, -72, 27.7
Home Run, 1, 0, 0, 0, 103.1, 27, 27.7
Strikeout, 2, 1, 2, 1, None, None, 27.7
Single, 0, 0, 0, 0, 105.3, 20, 27.7
Pop Out, 1, 1, 0, 1, 79.8, 73, 27.7
Strikeout, 2, 1, 2, 0, None, None, 27.7
Strikeout, 0, 1, 1, 1, None, None, 27.7
Flyout, 2, 1, 0, 0, 88.6, 36, 27.7
Double, 3, 0, 0, 0, 97.4, 8, 27.7
Sac Fly, 1, 1, 0, 0, 105.2, 14, 27.7
Pop Out, 0, 1, 0, 0, 80.1, 56, 27.7
Intent Walk, 3, 0, 0, 0, None, None, 27.7
Flyout, 0, 1, 0, 0, 98.2, 42, 27.7
Pop Out, 2, 0, 0, 2, 70.0, 69, 27.7
Walk, 4, 0, 1, 0, None, None, 27.7
Forceout, 1, 0, 0, 0, 82.6, None, 27.7
Groundout, 0, 0, 0, 0, 86.8, -23, 27.7
Strikeout, 0, 2, 1, 0, None, None, 27.7
Flyout, 0, 0, 0, 0, 98.2, 44, 27.7
Strikeout, 0, 1, 2, 0, None, None, 27.7
Flyout, 1, 0, 0, 1, 99.8, 38, 27.7
Pop Out, 1, 1, 0, 0, 89.3, 78, 27.7
Strikeout, 0, 1, 1, 1, None, None, 27.7
Groundout, 1, 0, 0, 1, 92.8, -8, 27.7
Strikeout, 1, 1, 1, 2, None, None, 27.7
Flyout, 3, 0, 1, 1, 85.2, 32, 27.7
Strikeout, 2, 0, 2, 1, None, None, 27.7
GIDP, 1, 0, 0, 0, 71.2, -9, 27.7
Walk, 4, 1, 0, 0, None, None, 27.7
Groundout, 0, 0, 0, 0, 53.8, 7, 27.7
Flyout, 0, 1, 1, 1, 89.9, 56, 27.7
GIDP, 0, 0, 0, 0, 99.8, 5, 27.7
